FlightID,RouteID,FlightNumber,DepartureTime,ArrivalTime
F1260,R2,FL1260,2019-05-18 07:35:00,2019-05-18 19:25:00
F1261,R1,FL1261,2019-06-01 07:00:00,2019-06-01 09:40:00
F1262,R3,FL1262,2019-05-27 15:00:00,2019-05-28 12:35:00
F1263,R3,FL1263,2019-06-09 17:40:00,2019-06-09 23:00:00
F1264,R1,FL1264,2019-05-03 07:45:00,2019-05-03 10:40:00
F1265,R1,FL1265,2019-05-06 23:55:00,2019-05-07 02:45:00
F1266,R3,FL1266,2019-06-24 06:40:00,2019-06-24 21:00:00
F1267,R3,FL1267,2019-06-12 08:00:00,2019-06-12 19:00:00
F1268,R3,FL1268,2019-06-12 12:50:00,2019-06-13 01:30:00
F1269,R1,FL1269,2019-03-18 07:00:00,2019-03-19 07:40:00
F1270,R4,FL1270,2019-06-01 15:40:00,2019-06-01 18:25:00
F1271,R3,FL1271,2019-05-27 09:00:00,2019-05-27 19:15:00
F1272,R3,FL1272,2019-06-03 10:00:00,2019-06-03 21:00:00
F1273,R2,FL1273,2019-05-15 16:40:00,2019-05-16 00:15:00
F1274,R3,FL1274,2019-06-03 08:30:00,2019-06-03 21:00:00
F1275,R4,FL1275,2019-03-27 07:05:00,2019-03-27 09:20:00
F1276,R2,FL1276,2019-05-06 07:10:00,2019-05-06 23:25:00
F1277,R1,FL1277,2019-05-03 16:55:00,2019-05-03 19:55:00
F1278,R3,FL1278,2019-06-09 14:35:00,2019-06-10 12:35:00
F1279,R2,FL1279,2019-05-15 20:20:00,2019-05-16 10:45:00
F1280,R2,FL1280,2019-06-06 20:00:00,2019-06-07 22:35:00
F1281,R3,FL1281,2019-03-27 06:00:00,2019-03-27 09:10:00
F1282,R3,FL1282,2019-06-15 19:00:00,2019-06-16 01:30:00
F1283,R1,FL1283,2019-05-18 08:30:00,2019-05-18 11:20:00
F1284,R3,FL1284,2019-06-09 20:55:00,2019-06-10 04:25:00
F1285,R3,FL1285,2019-03-27 20:50:00,2019-03-28 19:45:00
F1286,R3,FL1286,2019-06-01 07:55:00,2019-06-01 13:25:00
F1287,R2,FL1287,2019-04-01 17:00:00,2019-04-01 22:55:00
F1288,R3,FL1288,2019-06-01 12:50:00,2019-06-01 20:59:59
F1289,R2,FL1289,2019-05-18 14:05:00,2019-05-18 20:45:00
F1290,R3,FL1290,2019-06-24 03:50:00,2019-06-24 12:35:00
F1291,R1,FL1291,2019-03-24 10:00:00,2019-03-24 12:45:00
F1292,R3,FL1292,2019-05-09 10:35:00,2019-05-09 19:14:59
F1293,R2,FL1293,2019-06-21 04:40:00,2019-06-21 07:15:00
F1294,R4,FL1294,2019-06-06 09:45:00,2019-06-06 12:00:00
F1295,R2,FL1295,2019-06-06 17:30:00,2019-06-07 20:25:00
F1296,R1,FL1296,2019-06-09 06:00:00,2019-06-09 08:45:00
F1297,R2,FL1297,2019-06-09 20:00:00,2019-06-10 12:00:00
F1298,R2,FL1298,2019-05-12 16:30:00,2019-05-13 09:19:59
F1299,R3,FL1299,2019-05-18 20:25:00,2019-05-19 01:30:00
F1300,R3,FL1300,2019-05-27 11:55:00,2019-05-27 22:30:00
F1301,R3,FL1301,2019-06-01 09:00:00,2019-06-01 21:00:00
F1302,R5,FL1302,2019-05-09 19:30:00,2019-05-09 20:45:00
F1303,R2,FL1303,2019-05-21 06:30:00,2019-05-21 18:15:00
F1304,R3,FL1304,2019-05-21 21:50:00,2019-05-22 19:00:00
F1305,R2,FL1305,2019-06-18 14:25:00,2019-06-18 16:55:00
F1306,R2,FL1306,2019-04-15 09:00:00,2019-04-15 11:25:00
F1307,R1,FL1307,2019-05-24 23:30:00,2019-05-25 02:20:00
F1308,R2,FL1308,2019-05-06 16:30:00,2019-05-07 19:50:00
F1309,R3,FL1309,2019-05-15 08:45:00,2019-05-15 19:15:00
F1310,R1,FL1310,2019-05-06 07:10:00,2019-05-06 10:05:00
F1311,R3,FL1311,2019-05-21 18:05:00,2019-05-21 21:10:00
F1312,R2,FL1312,2019-05-24 21:10:00,2019-05-25 04:40:00
F1313,R3,FL1313,2019-06-09 06:45:00,2019-06-10 12:35:00
F1314,R5,FL1314,2019-03-24 21:05:00,2019-03-24 22:25:00
F1315,R5,FL1315,2019-03-06 07:30:00,2019-03-06 19:55:00
F1316,R3,FL1316,2019-03-27 09:10:00,2019-03-27 21:00:00
F1317,R2,FL1317,2019-05-21 07:35:00,2019-05-21 23:30:00
F1318,R3,FL1318,2019-05-15 12:50:00,2019-05-15 20:59:59
F1319,R1,FL1319,2019-03-18 11:05:00,2019-03-19 22:10:00
F1320,R2,FL1320,2019-05-24 20:25:00,2019-05-25 18:00:00
F1321,R2,FL1321,2019-05-06 15:15:00,2019-05-06 20:05:00
F1322,R3,FL1322,2019-03-06 13:05:00,2019-03-07 09:25:00
F1323,R5,FL1323,2019-03-06 19:30:00,2019-03-06 20:45:00
F1324,R3,FL1324,2019-03-09 06:10:00,2019-03-09 11:20:00
F1325,R1,FL1325,2019-04-24 17:45:00,2019-04-24 20:45:00
F1326,R1,FL1326,2019-04-01 15:15:00,2019-04-01 18:10:00
F1327,R2,FL1327,2019-05-18 16:30:00,2019-05-18 23:35:00
F1328,R3,FL1328,2019-05-27 08:45:00,2019-05-27 13:15:00
F1329,R5,FL1329,2019-03-21 15:50:00,2019-03-21 17:20:00
F1330,R3,FL1330,2019-06-09 11:40:00,2019-06-09 19:00:00
F1331,R5,FL1331,2019-06-03 09:10:00,2019-06-03 10:40:00
F1332,R2,FL1332,2019-03-24 10:10:00,2019-03-24 12:55:00
F1333,R3,FL1333,2019-05-18 18:15:00,2019-05-19 12:35:00
F1334,R1,FL1334,2019-03-18 17:00:00,2019-03-18 19:45:00
F1335,R4,FL1335,2019-05-18 17:45:00,2019-05-18 20:05:00
F1336,R5,FL1336,2019-06-18 19:35:00,2019-06-18 21:05:00
F1337,R3,FL1337,2019-03-09 09:45:00,2019-03-10 09:25:00
F1338,R1,FL1338,2019-04-21 06:00:00,2019-04-21 08:45:00
F1339,R1,FL1339,2019-05-24 08:30:00,2019-05-24 11:20:00
F1340,R2,FL1340,2019-05-09 14:30:00,2019-05-09 23:15:00
F1341,R2,FL1341,2019-05-01 08:25:00,2019-05-01 16:20:00
F1342,R3,FL1342,2019-03-01 19:00:00,2019-03-02 01:35:00
F1343,R3,FL1343,2019-03-09 19:15:00,2019-03-10 18:50:00
F1344,R3,FL1344,2019-06-27 21:50:00,2019-06-28 19:00:00
F1345,R1,FL1345,2019-06-21 20:00:00,2019-06-21 22:50:00
F1346,R3,FL1346,2019-05-18 17:40:00,2019-05-19 08:15:00
F1347,R3,FL1347,2019-06-09 05:55:00,2019-06-10 19:15:00
F1348,R3,FL1348,2019-03-03 07:05:00,2019-03-03 13:20:00
F1349,R3,FL1349,2019-05-18 17:15:00,2019-05-19 19:15:00
F1350,R3,FL1350,2019-06-12 11:25:00,2019-06-13 01:30:00
F1351,R3,FL1351,2019-05-21 11:30:00,2019-05-21 19:00:00
F1352,R3,FL1352,2019-05-21 02:15:00,2019-05-21 19:00:00
F1353,R3,FL1353,2019-06-12 04:55:00,2019-06-12 12:35:00
F1354,R1,FL1354,2019-03-01 06:45:00,2019-03-02 11:10:00
F1355,R1,FL1355,2019-03-21 19:35:00,2019-03-22 00:35:00
F1356,R3,FL1356,2019-05-21 19:30:00,2019-05-22 04:24:59
F1357,R2,FL1357,2019-06-06 18:55:00,2019-06-07 18:15:00
F1358,R1,FL1358,2019-03-03 09:30:00,2019-03-03 23:45:00
F1359,R2,FL1359,2019-04-01 08:10:00,2019-04-01 13:00:00
F1360,R1,FL1360,2019-04-01 06:10:00,2019-04-01 08:55:00
F1361,R3,FL1361,2019-06-09 05:30:00,2019-06-10 04:25:00
F1362,R3,FL1362,2019-06-06 02:00:00,2019-06-06 07:45:00
F1363,R3,FL1363,2019-05-21 13:25:00,2019-05-22 19:00:00
F1364,R2,FL1364,2019-03-06 20:45:00,2019-03-06 23:20:00
F1365,R1,FL1365,2019-05-18 23:30:00,2019-05-19 02:20:00
F1366,R1,FL1366,2019-03-21 05:45:00,2019-03-21 23:00:00
F1367,R2,FL1367,2019-04-12 04:40:00,2019-04-12 07:15:00
F1368,R3,FL1368,2019-03-27 07:00:00,2019-03-27 15:30:00
F1369,R3,FL1369,2019-05-27 09:15:00,2019-05-27 19:15:00
F1370,R3,FL1370,2019-03-27 13:05:00,2019-03-27 21:20:00
F1371,R3,FL1371,2019-03-27 16:10:00,2019-03-27 22:20:00
F1372,R3,FL1372,2019-05-18 08:00:00,2019-05-18 21:00:00
F1373,R3,FL1373,2019-06-24 11:00:00,2019-06-24 14:15:00
F1374,R2,FL1374,2019-05-12 10:00:00,2019-05-13 05:25:00
F1375,R3,FL1375,2019-05-21 13:00:00,2019-05-21 21:00:00
F1376,R2,FL1376,2019-05-06 15:30:00,2019-05-06 18:05:00
F1377,R2,FL1377,2019-04-21 17:10:00,2019-04-21 19:40:00
F1378,R3,FL1378,2019-06-09 16:10:00,2019-06-09 22:30:00
F1379,R4,FL1379,2019-06-15 08:20:00,2019-06-15 10:35:00
F1380,R4,FL1380,2019-06-06 11:35:00,2019-06-06 14:00:00
F1381,R2,FL1381,2019-05-15 12:00:00,2019-05-16 07:55:00
F1382,R1,FL1382,2019-04-09 08:20:00,2019-04-09 11:20:00
F1383,R1,FL1383,2019-03-03 15:45:00,2019-03-03 20:15:00
F1384,R2,FL1384,2019-05-12 09:35:00,2019-05-12 22:05:00
F1385,R3,FL1385,2019-06-06 17:45:00,2019-06-07 01:30:00
F1386,R2,FL1386,2019-05-03 20:20:00,2019-05-03 22:55:00
F1387,R3,FL1387,2019-06-06 05:15:00,2019-06-07 06:50:00
F1388,R3,FL1388,2019-04-03 07:25:00,2019-04-03 13:35:00
F1389,R2,FL1389,2019-04-18 14:15:00,2019-04-18 16:45:00
F1390,R3,FL1390,2019-05-09 09:40:00,2019-05-09 19:00:00
F1391,R3,FL1391,2019-05-09 09:40:00,2019-05-10 04:25:00
F1392,R3,FL1392,2019-06-15 07:15:00,2019-06-15 12:30:00
F1393,R3,FL1393,2019-06-27 17:45:00,2019-06-28 01:30:00
F1394,R2,FL1394,2019-06-12 20:25:00,2019-06-13 10:55:00
F1395,R4,FL1395,2019-03-27 08:20:00,2019-03-27 10:35:00
F1396,R2,FL1396,2019-06-09 12:00:00,2019-06-10 07:55:00
F1397,R3,FL1397,2019-04-06 02:00:00,2019-04-06 07:25:00
F1398,R3,FL1398,2019-06-15 06:10:00,2019-06-15 22:59:59
F1399,R1,FL1399,2019-05-06 21:05:00,2019-05-06 23:55:00
F1400,R3,FL1400,2019-03-03 05:35:00,2019-03-03 10:10:00
F1401,R1,FL1401,2019-03-09 08:55:00,2019-03-09 21:20:00
F1402,R2,FL1402,2019-05-18 14:05:00,2019-05-18 23:35:00
F1403,R2,FL1403,2019-05-06 11:30:00,2019-05-06 14:05:00
F1404,R1,FL1404,2019-05-06 15:15:00,2019-05-06 18:10:00
F1405,R5,FL1405,2019-03-18 19:05:00,2019-03-18 20:30:00
F1406,R1,FL1406,2019-05-24 11:10:00,2019-05-24 13:55:00
F1407,R1,FL1407,2019-04-15 13:20:00,2019-04-15 16:10:00
F1408,R3,FL1408,2019-05-27 20:25:00,2019-05-28 01:30:00
F1409,R1,FL1409,2019-03-18 08:55:00,2019-03-18 19:10:00
F1410,R3,FL1410,2019-06-01 17:00:00,2019-06-02 01:30:00
F1411,R2,FL1411,2019-05-24 14:25:00,2019-05-24 16:55:00
F1412,R1,FL1412,2019-03-01 12:10:00,2019-03-01 17:05:00
F1413,R3,FL1413,2019-03-21 17:10:00,2019-03-22 01:34:59
F1414,R3,FL1414,2019-05-21 07:35:00,2019-05-21 12:10:00
F1415,R1,FL1415,2019-05-01 18:55:00,2019-05-01 22:00:00
F1416,R1,FL1416,2019-03-06 08:00:00,2019-03-06 18:25:00
F1417,R5,FL1417,2019-03-18 19:30:00,2019-03-18 20:45:00
F1418,R5,FL1418,2019-03-12 01:35:00,2019-03-12 14:50:00
F1419,R3,FL1419,2019-06-06 05:30:00,2019-06-07 04:25:00
F1420,R3,FL1420,2019-03-09 07:45:00,2019-03-09 13:40:00
F1421,R1,FL1421,2019-05-15 15:15:00,2019-05-15 18:10:00
F1422,R1,FL1422,2019-06-24 10:00:00,2019-06-24 12:45:00
F1423,R1,FL1423,2019-04-09 15:50:00,2019-04-09 18:45:00
F1424,R2,FL1424,2019-05-18 14:55:00,2019-05-18 17:25:00
F1425,R5,FL1425,2019-03-06 14:20:00,2019-03-07 16:50:00
F1426,R2,FL1426,2019-05-24 07:10:00,2019-05-25 09:05:00
F1427,R5,FL1427,2019-04-01 06:20:00,2019-04-01 07:40:00
F1428,R1,FL1428,2019-04-15 05:55:00,2019-04-15 08:35:00
F1429,R5,FL1429,2019-05-01 20:05:00,2019-05-01 21:40:00
F1430,R2,FL1430,2019-03-24 22:20:00,2019-03-25 00:40:00
F1431,R2,FL1431,2019-06-09 21:25:00,2019-06-10 00:05:00
F1432,R3,FL1432,2019-06-06 07:35:00,2019-06-06 12:10:00
F1433,R1,FL1433,2019-06-09 18:55:00,2019-06-09 22:00:00
F1434,R2,FL1434,2019-06-06 18:55:00,2019-06-07 10:05:00
F1435,R1,FL1435,2019-06-09 21:10:00,2019-06-10 00:05:00
F1436,R3,FL1436,2019-03-09 07:05:00,2019-03-09 16:10:00
F1437,R3,FL1437,2019-03-27 13:00:00,2019-03-28 04:25:00
F1438,R1,FL1438,2019-03-06 09:45:00,2019-03-06 14:25:00
F1439,R3,FL1439,2019-03-06 16:00:00,2019-03-07 01:35:00
F1440,R3,FL1440,2019-06-12 07:35:00,2019-06-12 12:10:00
F1441,R3,FL1441,2019-06-03 12:20:00,2019-06-04 19:15:00
F1442,R1,FL1442,2019-04-15 18:25:00,2019-04-15 21:20:00
F1443,R3,FL1443,2019-03-09 05:55:00,2019-03-10 19:15:00
F1444,R3,FL1444,2019-06-24 17:15:00,2019-06-25 19:15:00
F1445,R3,FL1445,2019-05-21 22:50:00,2019-05-22 19:00:00
F1446,R2,FL1446,2019-05-06 09:35:00,2019-05-07 10:55:00
F1447,R3,FL1447,2019-06-12 05:05:00,2019-06-12 16:10:00
F1448,R2,FL1448,2019-05-12 08:25:00,2019-05-13 08:15:00
F1449,R3,FL1449,2019-06-24 09:00:00,2019-06-24 19:00:00
F1450,R2,FL1450,2019-05-15 22:15:00,2019-05-16 00:50:00
F1451,R3,FL1451,2019-04-01 16:00:00,2019-04-02 12:35:00
F1452,R3,FL1452,2019-03-21 10:45:00,2019-03-22 01:35:00
F1453,R4,FL1453,2019-03-21 07:55:00,2019-03-21 10:15:00
F1454,R3,FL1454,2019-06-03 20:45:00,2019-06-04 06:35:00
F1455,R1,FL1455,2019-03-15 05:45:00,2019-03-15 13:15:00
F1456,R1,FL1456,2019-03-21 14:05:00,2019-03-21 21:20:00
F1457,R1,FL1457,2019-03-06 08:55:00,2019-03-07 07:40:00
F1458,R1,FL1458,2019-06-03 23:30:00,2019-06-04 02:20:00
F1459,R3,FL1459,2019-05-09 22:50:00,2019-05-10 19:00:00
F1460,R1,FL1460,2019-03-09 05:50:00,2019-03-09 08:40:00
F1461,R2,FL1461,2019-05-18 05:45:00,2019-05-19 04:40:00
F1462,R3,FL1462,2019-03-09 17:25:00,2019-03-10 18:50:00
F1463,R3,FL1463,2019-06-24 23:30:00,2019-06-25 04:35:00
F1464,R1,FL1464,2019-06-21 06:00:00,2019-06-21 08:45:00
F1465,R2,FL1465,2019-04-01 22:40:00,2019-04-02 10:40:00
F1466,R2,FL1466,2019-06-09 21:10:00,2019-06-10 08:15:00
F1467,R1,FL1467,2019-03-01 11:40:00,2019-03-02 09:30:00
F1468,R3,FL1468,2019-06-03 10:00:00,2019-06-03 19:00:00
F1469,R1,FL1469,2019-03-12 22:55:00,2019-03-13 12:25:00
F1470,R2,FL1470,2019-05-24 09:35:00,2019-05-24 17:59:59
F1471,R3,FL1471,2019-03-06 10:45:00,2019-03-06 19:15:00
F1472,R3,FL1472,2019-06-12 09:00:00,2019-06-12 19:00:00
F1473,R5,FL1473,2019-05-21 13:15:00,2019-05-21 14:45:00
F1474,R4,FL1474,2019-05-18 07:55:00,2019-05-18 10:15:00
F1475,R5,FL1475,2019-06-01 16:55:00,2019-06-01 18:25:00
F1476,R1,FL1476,2019-05-21 18:55:00,2019-05-21 22:00:00
F1477,R3,FL1477,2019-05-27 19:15:00,2019-05-28 19:00:00
F1478,R5,FL1478,2019-03-27 09:10:00,2019-03-27 10:40:00
F1479,R1,FL1479,2019-03-18 18:40:00,2019-03-19 00:45:00
F1480,R3,FL1480,2019-06-15 09:40:00,2019-06-15 19:00:00
F1481,R3,FL1481,2019-05-27 22:50:00,2019-05-28 19:00:00
F1482,R2,FL1482,2019-05-01 16:45:00,2019-05-02 12:30:00
F1483,R3,FL1483,2019-05-27 08:35:00,2019-05-27 22:30:00
F1484,R4,FL1484,2019-05-21 08:20:00,2019-05-21 10:35:00
F1485,R3,FL1485,2019-06-06 11:40:00,2019-06-06 19:00:00
F1486,R3,FL1486,2019-03-15 06:00:00,2019-03-15 09:10:00
F1487,R3,FL1487,2019-06-09 21:05:00,2019-06-10 00:20:00
F1488,R1,FL1488,2019-05-18 13:20:00,2019-05-18 16:10:00
F1489,R2,FL1489,2019-05-24 10:20:00,2019-05-24 17:35:00
F1490,R1,FL1490,2019-05-09 15:15:00,2019-05-09 18:10:00
F1491,R3,FL1491,2019-06-12 08:35:00,2019-06-12 16:10:00
F1492,R1,FL1492,2019-04-27 15:15:00,2019-04-27 18:10:00
F1493,R2,FL1493,2019-06-12 09:25:00,2019-06-13 13:45:00
F1494,R3,FL1494,2019-05-21 19:45:00,2019-05-22 04:24:59
F1495,R3,FL1495,2019-03-27 07:05:00,2019-03-27 16:10:00
F1496,R2,FL1496,2019-04-01 10:00:00,2019-04-02 01:20:00
F1497,R3,FL1497,2019-03-27 05:55:00,2019-03-28 19:15:00
F1498,R1,FL1498,2019-03-01 07:45:00,2019-03-01 10:40:00
F1499,R3,FL1499,2019-05-15 20:30:00,2019-05-16 08:15:00
F1500,R1,FL1500,2019-06-18 23:55:00,2019-06-19 02:45:00
F1501,R3,FL1501,2019-05-09 10:20:00,2019-05-10 01:30:00
F1502,R3,FL1502,2019-05-18 09:00:00,2019-05-18 19:15:00
F1503,R3,FL1503,2019-06-06 11:45:00,2019-06-07 04:25:00
F1504,R4,FL1504,2019-05-12 13:15:00,2019-05-12 15:35:00
F1505,R1,FL1505,2019-06-09 01:30:00,2019-06-09 04:15:00
F1506,R3,FL1506,2019-06-12 07:05:00,2019-06-12 16:10:00
F1507,R2,FL1507,2019-04-01 22:20:00,2019-04-02 00:40:00
F1508,R3,FL1508,2019-05-09 19:10:00,2019-05-10 19:00:00
F1509,R3,FL1509,2019-06-09 17:30:00,2019-06-10 01:30:00
F1510,R3,FL1510,2019-03-06 19:10:00,2019-03-08 04:25:00
F1511,R1,FL1511,2019-03-09 09:45:00,2019-03-10 00:30:00
F1512,R3,FL1512,2019-03-09 06:05:00,2019-03-10 09:25:00
F1513,R2,FL1513,2019-05-27 09:00:00,2019-05-27 11:25:00
F1514,R5,FL1514,2019-03-27 02:55:00,2019-03-27 04:25:00
F1515,R3,FL1515,2019-03-03 04:55:00,2019-03-03 12:00:00
F1516,R5,FL1516,2019-05-18 19:35:00,2019-05-18 21:05:00
F1517,R3,FL1517,2019-05-09 15:10:00,2019-05-09 20:00:00
F1518,R2,FL1518,2019-05-09 17:00:00,2019-05-09 23:35:00
F1519,R3,FL1519,2019-05-21 09:00:00,2019-05-21 19:15:00
F1520,R3,FL1520,2019-06-27 07:30:00,2019-06-27 19:00:00
F1521,R3,FL1521,2019-05-09 22:00:00,2019-05-10 19:15:00
F1522,R3,FL1522,2019-03-06 04:45:00,2019-03-06 21:00:00
F1523,R1,FL1523,2019-03-09 08:55:00,2019-03-10 10:45:00
F1524,R3,FL1524,2019-03-27 19:15:00,2019-03-28 19:45:00
F1525,R4,FL1525,2019-05-24 13:15:00,2019-05-24 15:35:00
F1526,R2,FL1526,2019-06-12 18:55:00,2019-06-13 10:05:00
F1527,R3,FL1527,2019-06-12 04:55:00,2019-06-12 19:00:00
F1528,R3,FL1528,2019-03-27 08:25:00,2019-03-27 21:00:00
F1529,R3,FL1529,2019-06-12 02:15:00,2019-06-12 12:35:00
F1530,R2,FL1530,2019-06-06 20:25:00,2019-06-07 09:45:00
F1531,R1,FL1531,2019-04-24 06:05:00,2019-04-24 08:50:00
F1532,R1,FL1532,2019-06-09 19:50:00,2019-06-09 22:50:00
F1533,R1,FL1533,2019-03-03 23:30:00,2019-03-04 02:20:00
F1534,R3,FL1534,2019-06-01 06:45:00,2019-06-02 04:25:00
F1535,R2,FL1535,2019-03-27 21:25:00,2019-03-28 00:05:00
F1536,R1,FL1536,2019-03-24 20:30:00,2019-03-24 23:20:00
F1537,R3,FL1537,2019-03-21 09:40:00,2019-03-21 18:50:00
F1538,R3,FL1538,2019-03-06 17:10:00,2019-03-07 01:34:59
F1539,R1,FL1539,2019-03-18 06:45:00,2019-03-19 11:10:00
F1540,R3,FL1540,2019-06-06 14:20:00,2019-06-06 22:29:59
F1541,R3,FL1541,2019-06-12 08:30:00,2019-06-12 21:00:00
F1542,R1,FL1542,2019-05-15 10:10:00,2019-05-15 13:00:00
F1543,R5,FL1543,2019-06-06 10:20:00,2019-06-06 11:50:00
F1544,R3,FL1544,2019-05-09 23:05:00,2019-05-10 12:35:00
F1545,R4,FL1545,2019-05-09 17:45:00,2019-05-09 20:05:00
F1546,R2,FL1546,2019-05-06 07:10:00,2019-05-06 18:50:00
F1547,R2,FL1547,2019-05-01 17:00:00,2019-05-01 23:35:00
F1548,R1,FL1548,2019-05-09 09:30:00,2019-05-09 12:20:00
F1549,R2,FL1549,2019-04-01 15:05:00,2019-04-01 20:20:00
F1550,R4,FL1550,2019-05-18 08:20:00,2019-05-18 10:35:00
F1551,R3,FL1551,2019-05-21 08:00:00,2019-05-21 19:00:00
F1552,R3,FL1552,2019-03-27 06:20:00,2019-03-28 19:45:00
F1553,R1,FL1553,2019-03-03 16:55:00,2019-03-03 19:45:00
F1554,R3,FL1554,2019-06-06 21:50:00,2019-06-07 19:00:00
F1555,R1,FL1555,2019-06-24 06:05:00,2019-06-24 08:50:00
F1556,R3,FL1556,2019-06-03 12:50:00,2019-06-03 19:15:00
F1557,R3,FL1557,2019-05-18 10:20:00,2019-05-19 01:30:00
F1558,R3,FL1558,2019-06-03 17:45:00,2019-06-04 01:30:00
F1559,R2,FL1559,2019-05-01 09:20:00,2019-05-01 14:15:00
F1560,R3,FL1560,2019-04-01 06:05:00,2019-04-01 11:20:00
F1561,R3,FL1561,2019-03-21 06:00:00,2019-03-21 09:10:00
F1562,R1,FL1562,2019-03-12 20:35:00,2019-03-13 19:10:00
F1563,R1,FL1563,2019-03-15 05:50:00,2019-03-16 12:05:00
F1564,R2,FL1564,2019-04-15 15:15:00,2019-04-15 20:30:00
F1565,R2,FL1565,2019-06-27 15:20:00,2019-06-27 17:55:00
F1566,R3,FL1566,2019-06-24 06:45:00,2019-06-25 04:25:00
F1567,R3,FL1567,2019-06-12 08:10:00,2019-06-13 12:35:00
F1568,R3,FL1568,2019-06-27 20:40:00,2019-06-28 09:25:00
F1569,R5,FL1569,2019-05-12 21:20:00,2019-05-12 22:50:00
F1570,R3,FL1570,2019-05-18 07:55:00,2019-05-18 22:25:00
F1571,R2,FL1571,2019-05-24 10:20:00,2019-05-24 12:55:00
F1572,R2,FL1572,2019-04-03 09:10:00,2019-04-04 11:05:00
F1573,R4,FL1573,2019-03-21 09:30:00,2019-03-21 12:05:00
F1574,R3,FL1574,2019-03-27 10:00:00,2019-03-27 19:15:00
F1575,R2,FL1575,2019-06-06 19:55:00,2019-06-06 23:30:00
F1576,R3,FL1576,2019-05-09 19:15:00,2019-05-10 04:25:00
F1577,R3,FL1577,2019-06-15 11:40:00,2019-06-15 19:00:00
F1578,R3,FL1578,2019-05-09 17:15:00,2019-05-10 07:40:00
F1579,R1,FL1579,2019-03-12 22:55:00,2019-03-13 11:25:00
F1580,R2,FL1580,2019-05-18 20:20:00,2019-05-19 23:25:00
F1581,R5,FL1581,2019-06-24 22:45:00,2019-06-25 00:15:00
F1582,R3,FL1582,2019-06-03 07:30:00,2019-06-03 21:00:00
F1583,R2,FL1583,2019-06-09 18:55:00,2019-06-10 08:15:00
F1584,R2,FL1584,2019-05-09 21:10:00,2019-05-10 10:05:00
F1585,R3,FL1585,2019-06-06 19:15:00,2019-06-07 19:00:00
F1586,R2,FL1586,2019-06-12 18:55:00,2019-06-13 22:35:00
F1587,R3,FL1587,2019-04-06 07:35:00,2019-04-06 12:10:00
F1588,R1,FL1588,2019-04-24 07:10:00,2019-04-24 10:10:00
F1589,R3,FL1589,2019-06-06 10:00:00,2019-06-06 19:15:00
F1590,R3,FL1590,2019-06-12 11:40:00,2019-06-12 19:00:00
F1591,R5,FL1591,2019-06-12 13:15:00,2019-06-12 14:45:00
F1592,R2,FL1592,2019-06-06 14:30:00,2019-06-07 12:30:00
F1593,R1,FL1593,2019-05-09 01:30:00,2019-05-09 04:15:00
F1594,R3,FL1594,2019-06-09 05:30:00,2019-06-10 04:25:00
F1595,R3,FL1595,2019-04-24 15:10:00,2019-04-24 20:00:00
F1596,R3,FL1596,2019-05-18 20:40:00,2019-05-19 09:25:00
F1597,R2,FL1597,2019-06-12 08:35:00,2019-06-12 17:14:59
F1598,R1,FL1598,2019-03-15 10:00:00,2019-03-15 12:45:00
F1599,R3,FL1599,2019-03-06 11:30:00,2019-03-07 04:25:00
F1600,R3,FL1600,2019-06-06 19:15:00,2019-06-07 04:25:00
F1601,R3,FL1601,2019-05-21 17:00:00,2019-05-22 01:30:00
F1602,R3,FL1602,2019-06-06 08:00:00,2019-06-07 04:25:00
F1603,R3,FL1603,2019-05-18 20:00:00,2019-05-19 04:24:59
F1604,R2,FL1604,2019-05-01 10:20:00,2019-05-01 17:35:00
F1605,R2,FL1605,2019-04-01 08:25:00,2019-04-01 18:15:00
F1606,R3,FL1606,2019-03-06 17:15:00,2019-03-07 09:25:00
F1607,R3,FL1607,2019-03-03 07:05:00,2019-03-03 21:00:00
F1608,R3,FL1608,2019-03-27 13:00:00,2019-03-27 21:00:00
F1609,R3,FL1609,2019-05-27 22:00:00,2019-05-28 19:15:00
F1610,R3,FL1610,2019-06-01 06:00:00,2019-06-01 09:10:00
F1611,R2,FL1611,2019-05-24 20:00:00,2019-05-25 22:35:00
F1612,R3,FL1612,2019-05-27 14:25:00,2019-05-28 19:15:00
F1613,R1,FL1613,2019-04-06 06:05:00,2019-04-06 08:50:00
F1614,R5,FL1614,2019-05-27 19:35:00,2019-05-27 21:05:00
F1615,R3,FL1615,2019-05-21 09:35:00,2019-05-22 12:35:00
F1616,R3,FL1616,2019-06-01 07:35:00,2019-06-01 12:10:00
F1617,R3,FL1617,2019-05-24 09:45:00,2019-05-25 09:25:00
F1618,R1,FL1618,2019-06-03 17:00:00,2019-06-03 19:45:00
F1619,R2,FL1619,2019-04-24 17:10:00,2019-04-24 19:40:00
F1620,R1,FL1620,2019-06-03 21:15:00,2019-06-04 00:15:00
F1621,R1,FL1621,2019-05-03 08:20:00,2019-05-03 11:20:00
F1622,R1,FL1622,2019-05-15 09:30:00,2019-05-15 12:20:00
F1623,R1,FL1623,2019-04-24 13:00:00,2019-04-24 15:50:00
F1624,R3,FL1624,2019-05-21 22:50:00,2019-05-22 04:25:00
F1625,R1,FL1625,2019-06-21 19:50:00,2019-06-21 22:50:00
F1626,R3,FL1626,2019-06-01 13:15:00,2019-06-02 09:25:00
