FlightID,BookingDate,TravelDate,FareAmount
F2554,2019-03-16,2019-03-24,14410
F2555,2019-04-28,2019-05-15,7480
F2556,2019-05-07,2019-05-09,13584
F2557,2019-02-17,2019-03-01,25735
F2558,2019-03-03,2019-04-01,4544
F2559,2019-05-14,2019-05-21,8099
F2560,2019-04-30,2019-05-15,10844
F2561,2019-03-20,2019-03-21,12557
F2562,2019-04-16,2019-05-09,9564
F2563,2019-02-22,2019-03-12,13817
F2564,2019-04-24,2019-05-18,12384
F2565,2019-05-01,2019-05-21,7575
F2566,2019-04-11,2019-05-06,14120
F2567,2019-02-24,2019-03-09,6916
F2568,2019-05-22,2019-05-27,7878
F2569,2019-03-08,2019-03-18,11087
F2570,2019-04-17,2019-04-27,4804
F2571,2019-06-06,2019-06-15,3597
F2572,2019-04-23,2019-05-15,12723
F2573,2019-05-10,2019-05-15,2227
F2574,2019-05-22,2019-05-24,9929
F2575,2019-05-22,2019-06-09,11841
F2576,2019-04-09,2019-05-09,12373
F2577,2019-04-30,2019-05-21,12898
F2578,2019-02-03,2019-03-03,15113
F2579,2019-05-08,2019-05-18,10529
F2580,2019-03-24,2019-03-27,8875
F2581,2019-04-29,2019-05-15,10844
F2582,2019-02-27,2019-03-01,15676
F2583,2019-03-16,2019-04-01,7064
F2584,2019-06-06,2019-06-09,10844
F2585,2019-02-18,2019-03-06,19595
F2586,2019-04-06,2019-05-01,13941
F2587,2019-03-09,2019-03-21,6790
F2588,2019-04-09,2019-04-27,3841
F2589,2019-03-16,2019-03-18,11087
F2590,2019-05-11,2019-05-15,11491
F2591,2019-03-19,2019-04-09,3943
F2592,2019-02-04,2019-03-01,22270
F2593,2019-05-17,2019-06-09,4878
F2594,2019-06-07,2019-06-09,14714
F2595,2019-05-28,2019-06-24,10877
F2596,2019-06-13,2019-06-15,9653
F2597,2019-04-29,2019-05-24,14571
F2598,2019-03-06,2019-04-01,7064
F2599,2019-02-15,2019-03-06,5618
F2600,2019-04-30,2019-05-15,13727
F2601,2019-03-26,2019-04-01,4851
F2602,2019-02-28,2019-03-24,15187
F2603,2019-05-08,2019-05-15,3419
F2604,2019-03-02,2019-04-01,3943
F2605,2019-05-07,2019-05-18,15129
F2606,2019-06-19,2019-06-21,3419
F2607,2019-05-15,2019-05-21,10861
F2608,2019-03-27,2019-04-21,7074
F2609,2019-04-30,2019-05-06,11542
F2610,2019-04-17,2019-04-21,6968
F2611,2019-05-25,2019-06-12,5769
F2612,2019-05-13,2019-06-12,7927
F2613,2019-05-28,2019-06-12,13044
F2614,2019-05-17,2019-05-21,15129
F2615,2019-04-24,2019-05-01,3841
F2616,2019-06-18,2019-06-24,4804
F2617,2019-03-29,2019-04-12,4319
F2618,2019-05-25,2019-05-27,16079
F2619,2019-03-15,2019-03-18,54826
F2620,2019-02-19,2019-03-09,12351
F2621,2019-04-22,2019-05-06,13067
F2622,2019-02-27,2019-03-12,13817
F2623,2019-05-04,2019-05-21,3625
F2624,2019-03-06,2019-03-12,18293
F2625,2019-03-16,2019-04-01,5613
F2626,2019-02-10,2019-03-06,11038
F2627,2019-04-02,2019-04-03,4077
F2628,2019-03-01,2019-03-27,6883
F2629,2019-02-07,2019-03-03,19508
F2630,2019-02-13,2019-03-15,8714
F2631,2019-04-14,2019-05-01,4804
F2632,2019-02-02,2019-03-03,15078
F2633,2019-04-14,2019-04-21,4807
F2634,2019-03-01,2019-03-06,21829
F2635,2019-03-23,2019-03-24,5403
F2636,2019-02-16,2019-03-01,26890
F2637,2019-05-09,2019-05-18,7335
F2638,2019-03-11,2019-03-27,9412
F2639,2019-04-22,2019-05-21,10844
F2640,2019-05-08,2019-06-06,4990
F2641,2019-05-25,2019-05-27,16704
F2642,2019-03-21,2019-04-09,7711
F2643,2019-05-18,2019-06-03,10262
F2644,2019-05-29,2019-06-24,6007
F2645,2019-03-06,2019-04-01,12219
F2646,2019-04-24,2019-05-01,3898
F2647,2019-04-26,2019-05-06,11467
F2648,2019-05-10,2019-05-18,12534
F2649,2019-05-18,2019-06-06,10844
F2650,2019-02-24,2019-03-24,4377
F2651,2019-05-30,2019-06-09,11982
F2652,2019-05-21,2019-06-09,4423
F2653,2019-02-17,2019-03-03,17234
F2654,2019-03-25,2019-04-01,8295
F2655,2019-03-05,2019-03-06,15864
F2656,2019-05-03,2019-05-27,3398
F2657,2019-06-04,2019-06-09,7198
F2658,2019-03-23,2019-04-06,7229
F2659,2019-05-25,2019-06-12,13014
F2660,2019-04-30,2019-05-09,6528
F2661,2019-06-09,2019-06-12,13292
F2662,2019-05-19,2019-05-21,15129
F2663,2019-06-01,2019-06-15,11071
F2664,2019-03-29,2019-04-21,4174
F2665,2019-03-10,2019-03-27,11299
F2666,2019-04-18,2019-05-18,12373
F2667,2019-02-04,2019-03-01,13439
F2668,2019-04-24,2019-05-01,4804
F2669,2019-04-17,2019-05-12,11642
F2670,2019-06-06,2019-06-18,3419
F2671,2019-04-23,2019-05-21,6103
F2672,2019-04-24,2019-05-09,13033
F2673,2019-02-19,2019-03-18,11245
F2674,2019-03-07,2019-04-01,10056
F2675,2019-06-04,2019-06-06,10539
F2676,2019-03-10,2019-03-18,5277
F2677,2019-04-30,2019-05-21,11936
F2678,2019-05-19,2019-06-09,13014
F2679,2019-05-20,2019-06-06,8820
F2680,2019-04-09,2019-05-09,12373
F2681,2019-05-17,2019-06-01,10262
F2682,2019-05-14,2019-06-03,4995
F2683,2019-03-19,2019-03-27,7438
F2684,2019-02-19,2019-03-21,4148
F2685,2019-04-29,2019-05-27,3597
F2686,2019-04-23,2019-05-01,5192
F2687,2019-02-15,2019-03-06,16736
F2688,2019-05-06,2019-06-01,7933
F2689,2019-04-22,2019-05-18,8879
F2690,2019-04-22,2019-05-12,5000
F2691,2019-04-12,2019-05-06,8137
F2692,2019-02-25,2019-03-09,22096
F2693,2019-03-22,2019-03-24,4273
F2694,2019-02-03,2019-03-01,35185
F2695,2019-04-12,2019-04-15,4226
F2696,2019-04-02,2019-05-01,10844
F2697,2019-06-01,2019-06-12,2754
F2698,2019-05-13,2019-06-06,6301
F2699,2019-05-10,2019-05-18,13222
F2700,2019-04-21,2019-05-21,12898
F2701,2019-02-15,2019-03-12,12127
F2702,2019-05-08,2019-05-21,13067
F2703,2019-03-23,2019-04-01,9920
F2704,2019-03-20,2019-04-01,4239
F2705,2019-06-01,2019-06-06,14714
F2706,2019-04-15,2019-05-06,6218
F2707,2019-02-24,2019-03-01,7295
F2708,2019-06-06,2019-06-09,7408
F2709,2019-05-30,2019-06-09,13994
F2710,2019-04-25,2019-05-15,5224
F2711,2019-02-10,2019-03-09,4391
F2712,2019-05-08,2019-05-18,14109
F2713,2019-04-23,2019-04-27,4885
F2714,2019-05-06,2019-06-01,8016
F2715,2019-06-05,2019-06-24,12524
F2716,2019-03-18,2019-03-27,6017
F2717,2019-04-16,2019-05-09,10441
F2718,2019-03-09,2019-04-01,3625
F2719,2019-03-07,2019-03-09,15586
F2720,2019-03-07,2019-03-27,7199
F2721,2019-03-03,2019-03-21,12273
F2722,2019-05-12,2019-06-06,7530
F2723,2019-05-20,2019-05-21,5678
F2724,2019-05-29,2019-06-24,11753
F2725,2019-05-13,2019-05-21,1965
F2726,2019-03-11,2019-03-21,10208
F2727,2019-05-19,2019-05-21,5054
F2728,2019-02-08,2019-03-03,14871
F2729,2019-05-12,2019-05-18,12373
F2730,2019-05-18,2019-06-15,2017
F2731,2019-03-22,2019-03-24,10661
F2732,2019-04-09,2019-05-09,9794
F2733,2019-04-27,2019-05-09,13067
F2734,2019-02-14,2019-03-03,7298
F2735,2019-02-02,2019-03-03,7648
F2736,2019-05-02,2019-05-12,10676
F2737,2019-06-01,2019-06-03,6961
F2738,2019-05-02,2019-05-15,6979
F2739,2019-05-11,2019-05-27,13587
F2740,2019-05-13,2019-05-24,10844
F2741,2019-05-08,2019-05-12,3943
F2742,2019-05-17,2019-06-12,6838
F2743,2019-03-30,2019-04-15,6542
F2744,2019-05-10,2019-05-21,12239
F2745,2019-04-14,2019-05-12,14388
F2746,2019-02-24,2019-03-12,4148
F2747,2019-05-08,2019-05-18,16840
F2748,2019-05-13,2019-06-03,9646
F2749,2019-06-05,2019-06-09,14571
F2750,2019-04-21,2019-05-15,7923
F2751,2019-05-09,2019-05-12,8586
F2752,2019-05-05,2019-06-03,9646
F2753,2019-05-06,2019-05-18,14388
F2754,2019-06-11,2019-06-12,13044
F2755,2019-05-08,2019-05-21,10197
F2756,2019-05-31,2019-06-01,14714
F2757,2019-05-25,2019-06-01,9929
F2758,2019-02-19,2019-03-21,6017
F2759,2019-06-17,2019-06-27,3597
F2760,2019-02-23,2019-03-21,5704
F2761,2019-05-24,2019-06-03,14714
F2762,2019-04-15,2019-05-12,5228
F2763,2019-03-22,2019-04-01,11467
F2764,2019-05-15,2019-06-06,4668
F2765,2019-03-31,2019-04-18,4591
F2766,2019-05-05,2019-05-12,3943
F2767,2019-03-22,2019-04-21,5228
F2768,2019-03-12,2019-03-27,12242
F2769,2019-05-10,2019-06-09,11185
F2770,2019-03-21,2019-04-09,6573
F2771,2019-05-02,2019-05-15,14781
F2772,2019-06-03,2019-06-12,14960
F2773,2019-04-25,2019-05-15,4332
F2774,2019-02-07,2019-03-03,7652
F2775,2019-04-24,2019-05-24,14151
F2776,2019-06-08,2019-06-12,4319
F2777,2019-03-06,2019-03-21,10929
F2778,2019-02-28,2019-03-24,11491
F2779,2019-04-04,2019-04-18,6015
F2780,2019-06-06,2019-06-12,12692
F2781,2019-03-03,2019-03-09,4384
F2782,2019-05-04,2019-06-03,3943
F2783,2019-04-26,2019-05-18,12373
F2784,2019-02-07,2019-03-06,19225
F2785,2019-02-28,2019-03-09,14053
F2786,2019-03-31,2019-04-12,5911
F2787,2019-05-11,2019-06-09,10877
F2788,2019-05-25,2019-06-06,7757
F2789,2019-03-07,2019-03-21,6558
F2790,2019-04-14,2019-04-21,4804
F2791,2019-02-20,2019-03-18,5678
F2792,2019-05-04,2019-05-09,12373
F2793,2019-04-22,2019-05-06,5198
F2794,2019-05-16,2019-06-01,6064
F2795,2019-02-21,2019-03-09,15029
F2796,2019-04-07,2019-04-09,10909
F2797,2019-03-02,2019-03-09,18492
F2798,2019-06-14,2019-06-24,10262
F2799,2019-04-28,2019-05-18,8781
F2800,2019-04-30,2019-05-27,6442
F2801,2019-02-25,2019-03-12,20120
F2802,2019-05-18,2019-05-27,4878
F2803,2019-02-24,2019-03-06,16736
F2804,2019-05-01,2019-05-24,9630
F2805,2019-04-14,2019-05-09,8610
F2806,2019-06-05,2019-06-27,3687
F2807,2019-04-27,2019-05-15,8452
F2808,2019-05-17,2019-05-18,3943
F2809,2019-03-08,2019-03-15,3342
F2810,2019-04-17,2019-05-12,13067
F2811,2019-04-13,2019-05-06,4878
F2812,2019-04-25,2019-05-09,14388
F2813,2019-05-25,2019-05-27,16704
F2814,2019-05-18,2019-05-21,3100
F2815,2019-02-14,2019-03-12,13387
F2816,2019-05-27,2019-06-09,4049
F2817,2019-04-25,2019-05-18,13029
F2818,2019-03-29,2019-04-09,3919
F2819,2019-04-14,2019-05-03,3850
F2820,2019-06-14,2019-06-24,8839
F2821,2019-03-20,2019-04-01,7064
F2822,2019-05-06,2019-05-12,13941
F2823,2019-05-02,2019-05-24,13007
F2824,2019-04-29,2019-05-18,14781
F2825,2019-02-21,2019-03-18,2071
F2826,2019-06-01,2019-06-21,4256
F2827,2019-02-12,2019-03-09,7923
F2828,2019-03-04,2019-03-15,3782
F2829,2019-04-24,2019-05-15,12384
F2830,2019-02-22,2019-03-21,8565
F2831,2019-02-23,2019-03-21,6232
F2832,2019-03-07,2019-03-09,4777
F2833,2019-05-23,2019-06-01,4145
F2834,2019-04-24,2019-05-15,5192
F2835,2019-03-29,2019-04-01,4729
F2836,2019-05-07,2019-06-03,6093
F2837,2019-04-04,2019-05-01,8891
F2838,2019-02-28,2019-03-27,12242
F2839,2019-04-01,2019-05-01,11467
F2840,2019-05-07,2019-05-21,14781
F2841,2019-04-25,2019-05-18,10197
F2842,2019-02-11,2019-03-06,17261
F2843,2019-04-16,2019-05-01,7480
F2844,2019-05-08,2019-05-21,4804
F2845,2019-04-16,2019-04-21,4439
F2846,2019-06-04,2019-06-06,10368
F2847,2019-02-20,2019-03-21,6065
F2848,2019-05-03,2019-05-24,8586
F2849,2019-03-02,2019-03-18,5406
F2850,2019-05-28,2019-06-06,12142
F2851,2019-05-18,2019-06-06,14714
F2852,2019-06-13,2019-06-15,10262
F2853,2019-02-26,2019-03-06,15434
F2854,2019-04-18,2019-05-18,10676
F2855,2019-04-19,2019-04-21,4804
F2856,2019-05-31,2019-06-09,13014
F2857,2019-04-13,2019-05-03,3943
F2858,2019-02-05,2019-03-06,9678
F2859,2019-04-23,2019-05-15,14781
F2860,2019-05-08,2019-05-15,10197
F2861,2019-05-01,2019-05-09,10861
F2862,2019-04-15,2019-05-01,10844
F2863,2019-04-25,2019-05-21,7480
F2864,2019-06-20,2019-06-24,5684
F2865,2019-05-24,2019-06-06,14714
F2866,2019-03-02,2019-04-01,9314
F2867,2019-02-24,2019-03-15,4435
F2868,2019-05-30,2019-06-27,11789
F2869,2019-03-26,2019-04-03,3919
F2870,2019-03-29,2019-04-06,5198
F2871,2019-02-24,2019-03-24,4273
F2872,2019-04-14,2019-05-09,8820
F2873,2019-04-30,2019-05-06,2754
F2874,2019-06-03,2019-06-09,8085
F2875,2019-05-28,2019-06-09,10539
F2876,2019-06-02,2019-06-09,14676
F2877,2019-03-10,2019-03-27,6017
F2878,2019-03-13,2019-04-01,4544
F2879,2019-02-25,2019-03-06,4140
F2880,2019-04-25,2019-05-03,7229
F2881,2019-03-06,2019-03-09,16373
F2882,2019-04-07,2019-05-01,10991
F2883,2019-04-21,2019-05-18,9663
F2884,2019-02-04,2019-03-01,14305
F2885,2019-04-23,2019-05-15,6752
F2886,2019-05-19,2019-06-12,8529
F2887,2019-03-24,2019-03-27,4729
F2888,2019-05-07,2019-05-18,7670
F2889,2019-04-13,2019-05-03,4995
F2890,2019-04-19,2019-05-01,7229
F2891,2019-03-28,2019-04-27,4823
F2892,2019-03-24,2019-03-27,3782
F2893,2019-05-07,2019-05-21,12898
F2894,2019-05-10,2019-05-24,3841
F2895,2019-04-23,2019-05-18,9627
F2896,2019-06-01,2019-06-09,14571
F2897,2019-03-09,2019-03-24,6985
F2898,2019-05-23,2019-06-21,8040
F2899,2019-05-29,2019-06-21,4804
F2900,2019-06-01,2019-06-27,10678
F2901,2019-02-27,2019-03-24,14231
F2902,2019-05-21,2019-06-12,8529
F2903,2019-06-23,2019-06-24,11753
F2904,2019-05-16,2019-05-18,16704
F2905,2019-05-11,2019-06-06,13374
F2906,2019-04-22,2019-05-01,3625
F2907,2019-05-16,2019-05-21,16079
F2908,2019-06-02,2019-06-27,10262
F2909,2019-05-14,2019-05-15,9663
F2910,2019-05-13,2019-05-18,9595
F2911,2019-06-16,2019-06-24,4804
F2912,2019-05-20,2019-06-09,12744
F2913,2019-05-26,2019-06-01,6961
F2914,2019-04-08,2019-05-06,9663
F2915,2019-04-27,2019-05-21,7575
F2916,2019-02-28,2019-03-03,13355
F2917,2019-05-20,2019-05-24,12592
F2918,2019-05-23,2019-06-01,3625
F2919,2019-06-20,2019-06-24,10262
F2920,2019-04-28,2019-05-21,9443
F2921,2019-02-17,2019-03-09,18959
F2922,2019-02-27,2019-03-03,4784
F2923,2019-03-23,2019-04-01,7893
F2924,2019-06-22,2019-06-27,14431
F2925,2019-02-21,2019-03-01,79512
F2926,2019-04-26,2019-05-24,3210
F2927,2019-02-18,2019-03-09,13677
F2928,2019-04-29,2019-05-27,7480
F2929,2019-06-07,2019-06-24,8372
F2930,2019-03-06,2019-03-27,11664
F2931,2019-06-02,2019-06-18,6961
F2932,2019-04-15,2019-04-24,6121
F2933,2019-04-10,2019-04-12,5911
F2934,2019-05-04,2019-05-06,3398
F2935,2019-05-23,2019-06-09,7530
F2936,2019-05-03,2019-05-24,3419
F2937,2019-02-25,2019-03-24,6558
F2938,2019-05-17,2019-06-09,10203
F2939,2019-03-04,2019-03-12,11087
F2940,2019-03-07,2019-03-24,5575
F2941,2019-03-28,2019-04-24,6152
F2942,2019-04-10,2019-05-09,5608
F2943,2019-02-17,2019-03-06,17261
F2944,2019-05-01,2019-05-09,15129
F2945,2019-04-20,2019-05-06,3419
F2946,2019-03-19,2019-03-21,6218
F2947,2019-05-05,2019-06-03,14714
F2948,2019-05-24,2019-06-03,14848
F2949,2019-04-15,2019-05-12,9358
F2950,2019-04-25,2019-05-06,8366
F2951,2019-02-08,2019-03-06,15342
F2952,2019-03-17,2019-03-21,5678
F2953,2019-04-15,2019-05-06,4804
F2954,2019-05-05,2019-05-24,14571
F2955,2019-03-04,2019-04-01,12681
F2956,2019-02-04,2019-03-06,17261
F2957,2019-05-30,2019-06-09,9922
F2958,2019-05-15,2019-05-18,10844
F2959,2019-04-07,2019-04-21,4423
F2960,2019-04-27,2019-05-24,3419
F2961,2019-06-21,2019-06-24,14714
F2962,2019-03-05,2019-03-09,11087
F2963,2019-06-07,2019-06-27,6316
F2964,2019-05-03,2019-05-27,3543
F2965,2019-05-15,2019-06-06,14571
F2966,2019-06-03,2019-06-09,14676
F2967,2019-02-14,2019-03-06,17261
F2968,2019-05-03,2019-05-15,13941
F2969,2019-02-16,2019-03-03,13348
F2970,2019-06-08,2019-06-18,8016
F2971,2019-05-03,2019-05-27,12898
F2972,2019-03-31,2019-04-09,7229
F2973,2019-06-03,2019-06-27,2017
F2974,2019-03-05,2019-03-06,16736
F2975,2019-05-26,2019-06-18,3873
F2976,2019-04-16,2019-05-09,6704
F2977,2019-05-26,2019-06-06,10844
F2978,2019-03-05,2019-03-09,7450
F2979,2019-02-27,2019-03-06,16736
F2980,2019-06-13,2019-06-15,10262
F2981,2019-04-04,2019-05-01,10991
F2982,2019-05-20,2019-06-06,3311
F2983,2019-04-24,2019-05-24,7081
F2984,2019-04-23,2019-04-27,3943
F2985,2019-05-09,2019-05-21,8372
F2986,2019-03-03,2019-03-09,11701
F2987,2019-05-20,2019-06-03,5769
F2988,2019-06-01,2019-06-12,15965
F2989,2019-05-15,2019-06-12,4423
F2990,2019-02-27,2019-03-15,6136
F2991,2019-02-27,2019-03-12,11087
F2992,2019-05-18,2019-06-03,3540
F2993,2019-05-11,2019-05-21,12898
F2994,2019-04-07,2019-04-18,4591
F2995,2019-03-13,2019-03-24,8635
F2996,2019-06-19,2019-06-27,14714
F2997,2019-04-19,2019-05-18,14151
F2998,2019-05-03,2019-06-01,8835
F2999,2019-05-01,2019-05-21,11936
F3000,2019-05-22,2019-06-09,13882
F3001,2019-03-12,2019-04-01,5117
F3002,2019-05-17,2019-05-24,4544
F3003,2019-04-25,2019-05-15,6442
F3004,2019-04-26,2019-05-09,10441
F3005,2019-05-12,2019-05-21,2227
F3006,2019-04-05,2019-04-15,7229
F3007,2019-05-12,2019-06-01,10262
F3008,2019-02-16,2019-03-12,13817
F3009,2019-04-30,2019-05-21,5975
F3010,2019-03-20,2019-03-21,4148
F3011,2019-05-10,2019-06-06,13587
F3012,2019-02-28,2019-03-21,2759
F3013,2019-04-16,2019-05-15,7229
F3014,2019-05-06,2019-05-09,13547
F3015,2019-05-23,2019-06-21,3873
F3016,2019-05-09,2019-05-21,14388
F3017,2019-05-05,2019-05-24,13731
F3018,2019-03-24,2019-03-27,3815
F3019,2019-02-27,2019-03-15,5678
F3020,2019-04-21,2019-05-09,9663
F3021,2019-05-17,2019-05-21,8855
F3022,2019-04-19,2019-05-09,15129
F3023,2019-02-17,2019-03-18,13555
F3024,2019-04-30,2019-05-21,10844
F3025,2019-03-20,2019-03-21,7832
F3026,2019-06-08,2019-06-27,11150
F3027,2019-04-13,2019-05-09,8452
F3028,2019-06-08,2019-06-09,9646
F3029,2019-05-28,2019-06-24,3943
F3030,2019-06-09,2019-06-12,5281
F3031,2019-05-23,2019-06-01,14667
F3032,2019-05-10,2019-05-24,14571
F3033,2019-02-13,2019-03-01,28097
F3034,2019-03-04,2019-03-06,17471
F3035,2019-05-17,2019-06-12,10577
F3036,2019-06-08,2019-06-24,14848
F3037,2019-04-10,2019-04-15,4591
F3038,2019-05-11,2019-05-18,3597
F3039,2019-05-14,2019-05-27,6938
F3040,2019-06-15,2019-06-24,3807
F3041,2019-06-04,2019-06-12,10262
F3042,2019-04-30,2019-05-09,11432
F3043,2019-03-18,2019-03-21,7229
F3044,2019-04-24,2019-05-21,14848
F3045,2019-05-04,2019-05-15,8586
F3046,2019-03-17,2019-04-09,6106
F3047,2019-04-22,2019-05-03,3873
F3048,2019-05-29,2019-06-15,15812
F3049,2019-04-24,2019-05-24,12121
F3050,2019-05-05,2019-05-12,8586
F3051,2019-05-27,2019-06-12,7354
F3052,2019-02-13,2019-03-06,4778
F3053,2019-06-04,2019-06-09,6838
F3054,2019-02-15,2019-03-06,10276
F3055,2019-06-01,2019-06-18,8016
F3056,2019-02-25,2019-03-21,4943
F3057,2019-06-22,2019-06-24,4823
F3058,2019-03-08,2019-04-01,12996
F3059,2019-05-11,2019-05-27,9929
F3060,2019-05-21,2019-06-03,9508
F3061,2019-02-25,2019-03-21,5674
F3062,2019-06-10,2019-06-18,3858
F3063,2019-05-01,2019-05-24,4804
F3064,2019-05-03,2019-05-27,13377
F3065,2019-05-12,2019-05-27,12898
F3066,2019-05-26,2019-06-01,4409
F3067,2019-05-05,2019-06-01,8759
F3068,2019-02-01,2019-03-03,10394
F3069,2019-03-02,2019-03-18,3858
F3070,2019-06-09,2019-06-15,6253
F3071,2019-05-23,2019-05-27,15129
F3072,2019-03-04,2019-03-24,4773
F3073,2019-04-30,2019-05-21,9663
F3074,2019-05-20,2019-06-12,12692
F3075,2019-05-17,2019-06-06,3943
F3076,2019-05-11,2019-05-12,10703
F3077,2019-03-09,2019-03-27,8784
F3078,2019-05-26,2019-06-09,11622
F3079,2019-05-20,2019-05-24,5277
F3080,2019-05-15,2019-05-21,8327
F3081,2019-02-26,2019-03-09,6885
F3082,2019-05-13,2019-06-12,8016
F3083,2019-05-23,2019-06-01,10112
F3084,2019-02-27,2019-03-06,14871
F3085,2019-05-28,2019-06-09,10262
F3086,2019-03-07,2019-03-24,2470
F3087,2019-02-09,2019-03-09,11622
F3088,2019-04-07,2019-05-06,8662
F3089,2019-05-29,2019-06-24,11972
F3090,2019-05-30,2019-06-06,11992
F3091,2019-05-07,2019-05-18,12373
F3092,2019-05-11,2019-06-01,7198
F3093,2019-06-07,2019-06-15,14714
F3094,2019-06-05,2019-06-09,6316
F3095,2019-03-26,2019-03-27,5998
F3096,2019-05-25,2019-06-12,13044
F3097,2019-05-18,2019-06-12,9646
F3098,2019-06-23,2019-06-27,6451
F3099,2019-06-06,2019-06-24,5281
F3100,2019-04-20,2019-05-01,2228
F3101,2019-05-04,2019-06-01,3943
F3102,2019-05-25,2019-06-15,11753
F3103,2019-06-18,2019-06-24,12819
F3104,2019-02-22,2019-03-21,8728
F3105,2019-04-30,2019-05-09,4812
F3106,2019-04-11,2019-05-01,14151
F3107,2019-04-29,2019-05-01,8452
F3108,2019-03-09,2019-03-24,6762
F3109,2019-02-28,2019-03-12,13817
F3110,2019-05-05,2019-05-21,12898
F3111,2019-03-07,2019-04-06,3480
F3112,2019-02-07,2019-03-01,27992
F3113,2019-02-20,2019-03-21,7791
F3114,2019-02-24,2019-03-21,5704
F3115,2019-05-14,2019-05-21,5268
F3116,2019-05-30,2019-06-06,3898
F3117,2019-02-26,2019-03-15,3847
F3118,2019-05-22,2019-06-12,10877
F3119,2019-03-28,2019-04-09,8371
F3120,2019-05-20,2019-06-06,7038
F3121,2019-05-31,2019-06-09,14571
F3122,2019-05-27,2019-06-09,11841
F3123,2019-04-29,2019-05-18,15129
F3124,2019-06-08,2019-06-15,3841
F3125,2019-06-19,2019-06-24,10262
F3126,2019-03-12,2019-04-06,4460
F3127,2019-02-06,2019-03-03,7648
F3128,2019-06-02,2019-06-06,8610
F3129,2019-06-03,2019-06-18,3597
F3130,2019-06-10,2019-06-24,6442
F3131,2019-02-18,2019-03-09,12351
F3132,2019-04-24,2019-05-21,14067
F3133,2019-05-10,2019-05-15,4823
F3134,2019-02-22,2019-03-24,12102
F3135,2019-05-08,2019-05-24,8040
F3136,2019-02-25,2019-03-03,7648
F3137,2019-05-02,2019-05-09,6582
F3138,2019-05-28,2019-06-12,4668
F3139,2019-03-21,2019-04-01,4823
F3140,2019-04-27,2019-05-01,3873
F3141,2019-04-21,2019-05-18,8476
F3142,2019-04-29,2019-05-27,5636
F3143,2019-05-06,2019-05-12,8586
F3144,2019-05-18,2019-06-06,4823
F3145,2019-02-12,2019-03-06,6881
F3146,2019-04-28,2019-05-09,10844
F3147,2019-03-29,2019-04-24,4226
F3148,2019-04-25,2019-05-09,12373
F3149,2019-05-13,2019-06-06,10697
F3150,2019-06-02,2019-06-03,4995
F3151,2019-06-10,2019-06-24,9443
F3152,2019-04-24,2019-05-18,13029
F3153,2019-03-01,2019-03-21,12347
F3154,2019-05-30,2019-06-09,7408
F3155,2019-03-25,2019-04-01,7064
F3156,2019-02-09,2019-03-06,13843
F3157,2019-03-21,2019-04-12,4174
F3158,2019-04-16,2019-05-15,16294
F3159,2019-04-18,2019-05-18,3841
F3160,2019-06-01,2019-06-15,4423
F3161,2019-05-23,2019-06-12,5201
F3162,2019-02-09,2019-03-03,12599
F3163,2019-05-14,2019-05-21,4049
F3164,2019-04-25,2019-05-24,12797
F3165,2019-05-23,2019-05-24,13067
F3166,2019-05-04,2019-05-24,9345
F3167,2019-05-03,2019-05-21,6818
F3168,2019-04-11,2019-05-03,8040
F3169,2019-06-10,2019-06-12,14300
F3170,2019-05-11,2019-05-15,13727
F3171,2019-03-04,2019-03-21,7832
F3172,2019-02-08,2019-03-09,16259
F3173,2019-06-23,2019-06-27,4823
F3174,2019-02-25,2019-03-06,16736
F3175,2019-05-21,2019-06-06,13217
F3176,2019-03-18,2019-03-27,6637
F3177,2019-05-29,2019-06-09,10844
F3178,2019-02-19,2019-03-21,8401
F3179,2019-03-25,2019-04-12,3873
F3180,2019-06-05,2019-06-24,12410
F3181,2019-05-12,2019-05-18,15129
F3182,2019-04-09,2019-05-01,4423
F3183,2019-05-16,2019-05-27,16079
F3184,2019-05-18,2019-06-06,15894
F3185,2019-05-13,2019-05-15,9103
F3186,2019-05-31,2019-06-12,8991
F3187,2019-03-09,2019-04-01,7893
F3188,2019-02-08,2019-03-03,4575
F3189,2019-04-16,2019-05-03,3873
F3190,2019-03-10,2019-03-21,7832
F3191,2019-04-21,2019-05-01,3597
F3192,2019-03-20,2019-03-24,13759
F3193,2019-04-30,2019-05-27,7229
F3194,2019-04-05,2019-04-15,3873
F3195,2019-04-23,2019-05-15,9794
F3196,2019-03-08,2019-03-27,6681
F3197,2019-04-07,2019-04-21,4423
F3198,2019-04-17,2019-05-15,10844
F3199,2019-05-28,2019-06-01,7258
F3200,2019-06-07,2019-06-12,4995
F3201,2019-05-22,2019-06-09,14924
F3202,2019-03-10,2019-03-15,6590
F3203,2019-05-12,2019-06-03,10262
F3204,2019-02-24,2019-03-09,5515
F3205,2019-03-16,2019-03-27,6643
F3206,2019-06-23,2019-06-24,2754
F3207,2019-05-29,2019-06-09,6493
F3208,2019-04-27,2019-05-24,6218
F3209,2019-05-31,2019-06-06,10861
F3210,2019-02-28,2019-03-06,7094
F3211,2019-03-08,2019-03-24,2227
F3212,2019-04-05,2019-04-21,4544
F3213,2019-02-22,2019-03-21,7664
F3214,2019-05-28,2019-06-27,8016
F3215,2019-05-16,2019-05-27,3807
F3216,2019-05-19,2019-06-03,12698
F3217,2019-05-11,2019-05-24,8586
F3218,2019-03-15,2019-04-01,7064
